unit,phonemes,n_ph,ayah_collisions,distinct_surahs,basmala_cost,eff_misfire_contexts,example_hits
2:220#04,w a ' i n t u x aa l i T uu h u m f a ' i x w aa n u k u m,28,2,2,,2,9:24=0.39; 33:5=0.39
2:256#02,q a d t t a b a y y a n a a r r u sh d u m i n a a l gh a y y,30,2,2,,2,29:38=0.4; 67:8=0.43
2:259#04,q aa l a l a b i th t u y a w m a n aa ' a w b a 3 D a y a w m,30,2,2,,2,18:19=0.13; 23:113=0.13
2:269#01,y u ' t ii a l H i k m a t a m a n y a sh aa ',22,2,2,,2,3:26=0.36; 62:4=0.36
2:283#03,w a l aa t a k t u m uu aa a sh sh a h aa d a h,21,2,2,,2,2:42=0.38; 5:106=0.29
3:19#01,' i n n a a d d ii n a 3 i n d a a l l aa h i a l ' i s l aa m,30,2,2,,2,2:110=0.43; 67:26=0.43
3:26#02,b i y a d i k a a l x a y r,14,2,1,,2,38:32=0.43; 38:44=0.43
3:144#04,w a s a y a j z ii a l l aa h u a sh sh aa k i r ii n,24,2,2,,2,3:145=0.29; 16:31=0.42
3:195#04,w aa l l l a h u 3 i n d a h u H u s n u a th th a w aa b,27,2,2,,2,3:14=0.11; 64:15=0.37
4:102#04,w a x u dh uu aa H i dh r a k u m,15,2,2,,2,4:71=0.13; 7:31=0.4
4:113#02,w a m aa y a D u r r uu n a k a m i n sh a y ',22,2,2,,2,4:79=0.41; 16:21=0.41
5:19#02,f a q a d j aa ' a k u m b a sh ii r u n w a n a dh ii r,26,2,2,,2,6:157=0.38; 67:9=0.42
5:75#02,k aa n aa y a ' k u l aa n i a T T a 3 aa m,20,2,2,,2,21:8=0.25; 25:7=0.35
5:95#04,w a m a n 3 aa d a f a y a n t a q i m u a l l aa h u m i n h,30,2,2,,2,24:40=0.43; 59:2=0.4
5:110#05,w a ' i dh t u x r i j u a l m a w t aa b i ' i dh n ii,26,2,1,,2,3:27=0.42; 3:49=0.35
6:57#03,' i n i a l H u k m u ' i l l aa l i l l a h,22,2,1,,2,12:40=0.0; 12:67=0.0
7:7#01,f a l a n a q u S S a n n a 3 a l a y h i m b i 3 i l m,28,2,2,,2,6:76=0.43; 17:95=0.43
7:46#04,l a m y a d x u l uu h aa w a h u m y a T m a 3 uu n,25,2,2,,2,2:75=0.4; 18:104=0.44
7:88#02,q aa l a ' a w a l a w k u n n aa k aa r i h ii n,23,2,2,,2,12:17=0.3; 26:30=0.43
7:148#03,aa t t a x a dh uu h u w a k aa n uu aa Z aa l i m ii n,24,2,2,,2,8:54=0.42; 29:31=0.42
7:195#01,' a l a h u m ' a r j u l u n y a m sh uu n a b i h aa,26,2,2,,2,7:179=0.42; 22:46=0.42
7:195#02,' a m l a h u m ' a y d i n y a b T i sh uu n a b i h aa,27,2,2,,2,7:179=0.44; 22:46=0.41
7:195#03,' a m l a h u m ' a 3 y u n u n y u b S i r uu n a b i h aa,29,2,2,,2,7:179=0.17; 22:46=0.41
8:40#02,n i 3 m a a l m a w l aa w a n i 3 m a a n n a S ii r,26,2,1,,2,22:13=0.42; 22:78=0.0
9:15#01,w a y u dh h i b gh a y Z a q u l uu b i h i m,22,2,2,,2,9:87=0.41; 33:26=0.41
9:37#03,z u y y i n a l a h u m s uu ' u ' a 3 m aa l i h i m,26,2,2,,2,27:4=0.38; 47:14=0.19
9:40#03,w a k a l i m a t u a l l aa h i h i y a a l 3 u l y aa,27,2,2,,2,31:27=0.33; 42:51=0.44
9:50#01,' i n t u S i b k a H a s a n a t u n t a s u ' h u m,27,2,2,,2,3:120=0.26; 4:78=0.37
9:81#02,q u l n aa r u j a h a n n a m a ' a sh a d d u H a r r a n aa,30,2,2,,2,9:63=0.43; 52:13=0.43
9:96#01,y a H l i f uu n a l a k u m l i t a r D a w aa 3 a n h u m,29,2,1,,2,58:14=0.45; 58:18=0.41
10:35#02,q u l i a l l aa h u y a h d ii l i l H a q q,22,2,2,,2,10:34=0.32; 13:16=0.41
11:81#03,' i n n a h u m u S ii b u h aa m aa ' a S aa b a h u m,26,2,2,,2,9:12=0.42; 37:69=0.42
11:102#02,' i n n a ' a x dh a h u ' a l ii m u n sh a d ii d,24,2,2,,2,15:25=0.42; 40:22=0.42
11:114#03,dh aa l i k a dh i k r aa l i l dh dh aa k i r ii n,22,2,2,,2,7:2=0.41; 50:37=0.41
12:18#03,f a S a b r u n j a m ii l,13,2,2,,2,12:83=0.0; 70:5=0.31
12:19#02,q aa l a y aa b u sh r aa h aa dh aa gh u l aa m,20,2,2,,2,11:69=0.45; 20:92=0.45
12:26#01,q aa l a h i y a r aa w a d a t n ii 3 a n n n a f s ii,26,2,1,,2,12:32=0.42; 12:51=0.42
12:40#02,' i n i a l H u k m u ' i l l aa l i l l a h,22,2,2,,2,6:57=0.0; 12:67=0.0
12:67#03,' i n i a l H u k m u ' i l l aa l i l l a h,22,2,2,,2,6:57=0.0; 12:40=0.0
12:76#02,k a dh aa l i k a k i d n aa l i y uu s u f,20,2,2,,2,12:56=0.25; 15:12=0.45
12:76#05,w a f a w q a k u l l i dh ii 3 i l m i n 3 a l ii m,25,2,2,,2,7:112=0.44; 36:79=0.4
12:83#02,f a S a b r u n j a m ii l,13,2,2,,2,12:18=0.0; 70:5=0.31
12:100#04,' i n n a r a b b ii l a T ii f u n l l i m aa y a sh aa ',27,2,1,,2,11:90=0.44; 11:107=0.44
13:36#04,' i l a y h i ' a d 3 uu w a ' i l a y h i m a ' aa b,26,2,2,,2,12:99=0.38; 13:30=0.38
14:40#02,r a b b a n aa w a t a q a b b a l d u 3 aa ',22,2,2,,2,23:106=0.41; 46:16=0.41
16:21#01,' a m w aa t u n gh a y r u ' a H y aa ',19,2,2,,2,2:154=0.21; 3:169=0.32
16:127#01,w aa S b i r w a m aa S a b r u k a ' i l l aa b i aa l l l a h,30,2,2,,2,11:88=0.4; 18:39=0.43
17:107#01,q u l ' aa m i n uu aa b i h i ' a w l aa t u ' m i n uu aa,27,2,2,,2,6:110=0.44; 72:13=0.44
18:14#02,l l a q a d q u l n aa ' i dh a n aa sh a T a T a n aa,25,2,2,,2,4:67=0.44; 26:20=0.44
18:19#02,q aa l a q aa ' i l u n m m i n h u m k a m l a b i th t u m,29,2,2,,2,12:10=0.28; 37:51=0.34
18:76#02,q a d b a l a gh t a m i n l l a d u n n ii 3 u dh r a n aa,28,2,2,,2,18:65=0.43; 20:99=0.39
18:82#02,w a m aa f a 3 a l t u h u 3 a n ' a m r ii,21,2,2,,2,7:77=0.43; 51:44=0.43
19:47#02,s a ' a s t a gh f i r u l a k a r a b b ii,21,2,2,,2,9:80=0.43; 12:98=0.14
19:59#02,f a s a w f a y a l q a w n a gh a y y a n aa,22,2,2,,2,19:66=0.41; 33:44=0.41
19:65#02,h a l t a 3 l a m u l a h u s a m i y y a n aa,23,2,2,,2,19:7=0.43; 74:14=0.43
20:12#01,' i n n ii ' a n aa r a b b u k a f aa x l a 3 n a 3 l a y k,29,2,2,,2,17:87=0.45; 27:74=0.41
20:54#01,k u l uu aa w aa r 3 a w aa ' a n 3 aa m a k u m,22,2,2,,2,79:33=0.41; 80:32=0.41
20:111#02,w a q a d x aa b a m a n H a m a l a Z u l m a n aa,25,2,2,,2,20:61=0.44; 91:10=0.44
20:132#02,l aa n a s ' a l u k a r i z q a n aa,18,2,2,,2,36:21=0.39; 70:10=0.44
20:132#04,w aa l 3 aa q i b a t u l i l t t a q w aa,20,2,2,,2,7:128=0.2; 28:83=0.2
21:26#03,b a l 3 i b aa d u n m m u k r a m uu n,19,2,2,,2,37:42=0.42; 70:35=0.37
21:37#02,s a ' u r ii k u m ' aa y aa t ii f a l aa t a s t a 3 j i l uu n,30,2,2,,2,16:1=0.4; 27:93=0.33
21:47#03,w a k a f aa b i n aa H aa s i b ii n,17,2,2,,2,17:14=0.41; 25:58=0.41
21:93#02,k u l l u n ' i l a y n aa r aa j i 3 uu n,20,2,2,,2,29:57=0.45; 36:32=0.45
22:13#02,l a b i ' s a a l m a w l aa w a l a b i ' s a a l 3 a sh ii r,30,2,2,,2,8:40=0.43; 57:15=0.43
22:67#02,f a l aa y u n aa z i 3 u n n a k a f ii a l ' a m r,25,2,2,,2,17:4=0.44; 33:60=0.44
22:78#06,f a n i 3 m a a l m a w l aa w a n i 3 m a a n n a S ii r,28,2,2,,2,8:40=0.07; 22:13=0.43
23:89#02,q u l f a ' a n n aa t u s H a r uu n,18,2,2,,2,10:34=0.28; 36:66=0.39
25:39#02,w a k u l l a n aa t a b b a r n aa t a t b ii r a n aa,26,2,2,,2,6:86=0.42; 21:79=0.42
26:62#02,' i n n a m a 3 i y a r a b b ii s a y a h d ii n,24,2,2,,2,37:99=0.38; 85:12=0.42
30:30#01,f a ' a q i m w a j h a k a l i l d d ii n i H a n ii f a n aa,30,2,2,,2,10:105=0.07; 30:43=0.2
33:23#03,w a m aa b a d d a l uu aa t a b d ii l a n aa,21,2,2,,2,33:61=0.43; 76:28=0.43
33:63#01,y a s ' a l u k a a n n aa s u 3 a n i a s s aa 3 a h,26,2,2,,2,7:187=0.35; 79:42=0.35
34:46#03,m aa b i S aa H i b i k u m m m i n j i n n a h,23,2,2,,2,7:184=0.13; 16:53=0.43
35:14#03,w a l aa y u n a b b i ' u k a m i th l u x a b ii r,25,2,2,,2,18:103=0.44; 26:221=0.44
36:19#01,q aa l uu aa T aa ' i r u k u m m m a 3 a k u m,22,2,2,,2,2:14=0.36; 27:47=0.41
37:31#01,f a H a q q a 3 a l a y n aa q a w l u r a b b i n aa,26,2,2,,2,17:16=0.35; 28:63=0.31
38:19#01,w aa l T T a y r a m a H sh uu r a h,17,2,2,,2,27:17=0.41; 34:10=0.35
40:12#02,w a ' i n y u sh r a k b i h i t u ' m i n uu aa,23,2,2,,2,44:21=0.39; 47:36=0.43
40:44#01,f a s a t a dh k u r uu n a m aa ' a q uu l u l a k u m,26,2,2,,2,6:50=0.42; 26:166=0.38
41:40#03,aa 3 m a l uu aa m aa sh i ' t u m,15,2,2,,2,23:51=0.4; 34:11=0.4
41:47#01,' i l a y h i y u r a d d u 3 i l m u a s s aa 3 a h,26,2,2,,2,11:52=0.38; 43:85=0.42
42:15#02,w aa s t a q i m k a m aa ' u m i r t,18,2,2,,2,11:112=0.06; 27:91=0.44
42:15#05,w a ' u m i r t u l i ' a 3 d i l a b a y n a k u m,26,2,2,,2,27:91=0.42; 39:12=0.38
47:30#02,w a l a t a 3 r i f a n n a h u m f ii l a H n i a l q a w l,30,2,2,,2,20:97=0.43; 24:55=0.43
50:3#02,dh aa l i k a r a j 3 u n b a 3 ii d,17,2,2,,2,12:48=0.35; 50:20=0.35
50:11#01,r r i z q a n aa l l i l 3 i b aa d,17,2,2,,2,40:31=0.29; 42:27=0.24
50:19#02,dh aa l i k a m aa k u n t a m i n h u t a H ii d,23,2,2,,2,7:43=0.43; 18:64=0.43
51:25#02,q aa l a s a l aa m u n q a w m u n m m u n k a r uu n,26,2,2,,2,11:69=0.42; 15:62=0.27
55:33#02,l aa t a n f u dh uu n a ' i l l aa b i s u l T aa n,24,2,2,,2,6:123=0.42; 43:66=0.42
57:14#01,y u n aa d uu n a h u m ' a l a m n a k u n m m a 3 a k u m,29,2,1,,2,4:72=0.45; 4:141=0.31
65:3#01,w a y a r z u q h u m i n H a y th u l aa y a H t a s i b,28,2,2,,2,7:27=0.39; 59:2=0.32
74:31#04,w a m aa h i y a ' i l l aa dh i k r aa l i l b a sh a r,26,2,2,,2,6:90=0.38; 68:52=0.35
87:7#02,' i n n a h u y a 3 l a m u a l j a h r a w a m aa y a x f aa,30,2,2,,2,20:7=0.23; 21:110=0.23
89:23#01,w a j ii ' a y a w m a ' i dh i n b i j a h a n n a m,26,2,2,,2,75:13=0.42; 102:8=0.42
98:5#02,w a dh aa l i k a d ii n u a l q a y y i m a h,22,2,2,,2,17:38=0.41; 30:30=0.27
20:11,f a l a m m aa ' a t aa h aa n uu d i y a y aa m uu s aa,25,2,2,,2,27:8=0.4; 28:30=0.2
20:67,f a ' a w j a s a f ii n a f s i h i x ii f a t a n m m uu s aa,30,2,2,,2,11:70=0.43; 51:28=0.4
20:107,l l aa t a r aa f ii h aa 3 i w a j a n aa w a l aa ' a m t a n aa,30,2,2,,2,20:77=0.43; 25:61=0.43
22:21,w a l a h u m m m a q aa m i 3 u m i n H a d ii d,24,2,1,,2,42:16=0.38; 42:26=0.42
22:43,w a q a w m u ' i b r aa h ii m a w a q a w m u l uu T,26,2,2,,2,9:70=0.31; 57:26=0.42
23:54,f a dh a r h u m f ii gh a m r a t i h i m H a t t aa H ii n,28,2,2,,2,23:25=0.43; 51:43=0.43
23:81,b a l q aa l uu aa m i th l a m aa q aa l a a l ' a w w a l uu n,29,2,2,,2,16:24=0.45; 25:5=0.41
23:98,w a ' a 3 uu dh u b i k a r a b b i ' a n y a H D u r uu n,28,2,2,,2,2:67=0.43; 114:1=0.43
26:73,' a w y a n f a 3 uu n a k u m ' a w y a D u r r uu n,26,2,1,,2,26:72=0.42; 26:93=0.38
26:101,w a l aa S a d ii q i n H a m ii m,16,2,2,,2,41:34=0.44; 70:10=0.38
26:151,w a l aa t u T ii 3 uu aa ' a m r a a l m u s r i f ii n,26,2,2,,2,26:181=0.42; 44:31=0.42
26:157,f a 3 a q a r uu h aa f a ' a S b a H uu aa n aa d i m ii n,27,2,2,,2,5:30=0.44; 91:14=0.44
26:195,b i l i s aa n i n 3 a r a b i y y i n m m u b ii n,25,2,2,,2,16:103=0.16; 46:12=0.44
26:204,' a f a b i 3 a dh aa b i n aa y a s t a 3 j i l uu n,25,2,2,,2,37:176=0.0; 51:59=0.4
37:18,q u l n a 3 a m w a ' a n t u m d aa x i r uu n,23,2,2,,2,2:44=0.43; 27:54=0.43
37:20,w a q aa l uu aa y aa w a y l a n aa h aa dh aa y a w m u a d d ii n,30,2,2,,2,15:6=0.43; 36:52=0.43
37:26,b a l h u m u a l y a w m a m u s t a s l i m uu n,25,2,1,,2,43:58=0.4; 43:68=0.44
37:46,b a y D aa ' a l a dh dh a t i n l l i l sh sh aa r i b ii n,27,2,2,,2,16:66=0.44; 47:15=0.22
37:48,w a 3 i n d a h u m q aa S i r aa t u a T T a r f i 3 ii n,28,2,2,,2,38:52=0.11; 55:56=0.36
37:56,q aa l a t aa l l l a h i ' i n k i d t t a l a t u r d ii n,29,2,2,,2,5:106=0.45; 12:95=0.41
37:140,' i dh ' a b a q a ' i l aa a l f u l k i a l m a sh H uu n,28,2,2,,2,26:119=0.39; 36:41=0.36
37:176,' a f a b i 3 a dh aa b i n aa y a s t a 3 j i l uu n,25,2,2,,2,26:204=0.0; 51:59=0.4
37:179,w a ' a b S i r f a s a w f a y u b S i r uu n,23,2,2,,2,37:175=0.13; 68:5=0.35
44:26,w a z u r uu 3 i n w a m a q aa m i n k a r ii m,23,2,1,,2,26:58=0.13; 26:148=0.35
44:43,' i n n a sh a j a r a t a a z z a q q uu m,21,2,2,,2,37:62=0.24; 56:52=0.43
47:5,s a y a h d ii h i m w a y u S l i H u b aa l a h u m,26,2,2,,2,2:79=0.38; 47:2=0.38
53:5,3 a l l a m a h u sh a d ii d u a l q u w aa,21,2,2,,2,3:11=0.33; 55:4=0.43
53:10,f a ' a w H aa ' i l aa 3 a b d i h i m aa ' a w H aa,25,2,2,,2,14:13=0.4; 19:11=0.36
53:24,' a m l i l ' i n s aa n i m aa t a m a n n aa,22,2,2,,2,25:29=0.41; 89:23=0.41
53:57,' a z i f a t i a l ' aa z i f a h,17,2,2,,2,40:18=0.41; 56:1=0.41
55:6,w aa l n n a j m u w aa l sh sh a j a r u y a s j u d aa n,27,2,2,,2,22:18=0.44; 41:37=0.44
55:19,m a r a j a a l b a H r a y n i y a l t a q i y aa n,26,2,2,,2,18:60=0.38; 25:53=0.35
55:50,f ii h i m aa 3 a y n aa n i t a j r i y aa n,21,2,2,,2,55:66=0.29; 88:12=0.43
56:1,' i dh aa w a q a 3 a t i a l w aa q i 3 a h,21,2,2,,2,56:2=0.43; 69:15=0.1
56:10,w aa l s s aa b i q uu n a a s s aa b i q uu n,21,2,2,,2,9:112=0.38; 79:4=0.43
56:20,w a f aa k i h a t i n m m i m m aa y a t a x a y y a r uu n,29,2,2,,2,41:5=0.45; 77:42=0.45
56:22,w a H uu r u n 3 ii n,10,2,2,,2,44:54=0.3; 52:20=0.3
56:79,l l aa y a m a s s u h u ' i l l aa a l m u T a h h a r uu n,29,2,2,,2,8:34=0.41; 69:37=0.38
56:83,f a l a w l aa ' i dh aa b a l a gh a t i a l H u l q uu m,27,2,2,,2,33:10=0.41; 75:26=0.37
68:5,f a s a t u b S i r u w a y u b S i r uu n,21,2,1,,2,37:175=0.38; 37:179=0.38
68:10,w a l aa t u T i 3 k u l l a H a l l aa f i n m m a h ii n,28,2,2,,2,22:3=0.43; 33:48=0.43
68:38,' i n n a l a k u m f ii h i l a m aa t a x a y y a r uu n,28,2,2,,2,41:31=0.43; 68:39=0.36
68:40,s a l h u m ' a y y u h u m b i dh aa l i k a z a 3 ii m,27,2,2,,2,18:7=0.44; 43:20=0.44
70:12,w a S aa H i b a t i h i w a ' a x ii h,19,2,1,,2,80:35=0.42; 80:36=0.11
70:18,w a j a m a 3 a f a ' a w 3 aa,15,2,1,,2,75:34=0.4; 75:35=0.4
74:13,w a b a n ii n a sh u h uu d a n aa,16,2,2,,2,72:8=0.44; 85:7=0.44
74:19,f a q u t i l a k a y f a q a d d a r,19,2,2,,2,74:20=0.05; 80:19=0.42
74:45,w a k u n n aa n a x uu D u m a 3 a a l x aa ' i D ii n,26,2,2,,2,9:86=0.42; 28:58=0.38
75:7,f a ' i dh aa b a r i q a a l b a S a r,19,2,2,,2,67:4=0.42; 94:7=0.42
75:8,w a x a s a f a a l q a m a r,15,2,2,,2,54:1=0.4; 71:16=0.2
77:17,th u m m a n u t b i 3 u h u m u a l ' aa x i r ii n,25,2,2,,2,10:70=0.44; 26:224=0.44
77:31,l l aa Z a l ii l i n w a l aa y u gh n ii m i n a a l l a h a b,30,2,2,,2,10:36=0.4; 53:28=0.4
78:17,' i n n a y a w m a a l f a S l i k aa n a m ii q aa t a n aa,29,2,2,,2,17:78=0.45; 44:40=0.24
78:22,l l i l T T aa gh ii n a m a ' aa b a n aa,19,2,2,,2,33:8=0.42; 38:55=0.37
80:13,f ii S u H u f i n m m u k a r r a m a h,20,2,2,,2,74:52=0.4; 104:9=0.45
80:16,k i r aa m i n b a r a r a h,14,2,2,,2,24:43=0.43; 28:58=0.43
80:25,' a n n aa S a b a b n aa a l m aa ' a S a b b a n aa,25,2,2,,2,72:8=0.44; 80:27=0.44
80:39,D aa H i k a t u n m m u s t a b sh i r a h,21,2,2,,2,54:2=0.43; 74:50=0.38
80:41,t a r h a q u h aa q a t a r a h,16,2,2,,2,68:43=0.44; 70:44=0.44
81:14,3 a l i m a t n a f s u n m m aa ' a H D a r a t,24,2,2,,2,32:17=0.42; 82:5=0.17
81:16,' a l j a w aa r i a l k u n n a s,17,2,2,,2,33:28=0.41; 55:24=0.24
81:28,l i m a n sh aa ' a m i n k u m ' a n y a s t a q ii m,26,2,2,,2,25:57=0.42; 74:37=0.12
82:9,k a l l aa b a l t u k a dh dh i b uu n a b i aa l d d ii n,27,2,2,,2,75:20=0.44; 107:1=0.37
84:2,w a ' a dh i n a t l i r a b b i h aa w a H u q q a t,26,2,2,,2,66:12=0.42; 84:5=0.0
84:4,w a ' a l q a t m aa f ii h aa w a t a x a l l a t,24,2,2,,2,15:19=0.42; 50:7=0.42
84:5,w a ' a dh i n a t l i r a b b i h aa w a H u q q a t,26,2,2,,2,66:12=0.42; 84:2=0.0
84:14,' i n n a h u Z a n n a ' a n l l a n y a H uu r,24,2,2,,2,22:15=0.42; 72:5=0.38
85:6,' i dh h u m 3 a l a y h aa q u 3 uu d,18,2,2,,2,37:67=0.44; 80:40=0.44
85:22,f ii l a w H i n m m a H f uu Z,15,2,2,,2,21:32=0.4; 52:3=0.4
87:6,s a n u q r i ' u k a f a l aa t a n s aa,20,2,2,,2,17:29=0.4; 55:35=0.45
87:8,w a n u y a s s i r u k a l i l y u s r aa,21,2,1,,2,92:7=0.14; 92:10=0.19
87:12,aa l l a dh ii y a S l aa a n n aa r a a l k u b r aa,24,2,2,,2,35:35=0.38; 83:34=0.42
87:15,w a dh a k a r a aa s m a r a b b i h i f a S a l l aa,26,2,2,,2,73:8=0.42; 79:40=0.42
88:7,l l aa y u s m i n u w a l aa y u gh n ii m i n j uu 3,25,2,2,,2,19:42=0.36; 77:31=0.36
89:2,w a l a y aa l i n 3 a sh r,13,2,2,,2,39:65=0.38; 69:7=0.31
90:20,3 a l a y h i m n aa r u n m m u ' S a d a h,22,2,2,,2,15:14=0.41; 104:8=0.23
91:10,w a q a d x aa b a m a n d a s s aa h aa,19,2,1,,2,20:61=0.32; 20:111=0.32
91:15,w a l aa y a x aa f u 3 u q b aa h aa,17,2,2,,2,20:112=0.35; 72:13=0.41
92:7,f a s a n u y a s s i r u h u l i l y u s r aa,23,2,2,,2,87:8=0.22; 92:10=0.04
92:10,f a s a n u y a s s i r u h u l i l 3 u s r aa,23,2,2,,2,87:8=0.26; 92:7=0.04
93:7,w a w a j a d a k a D aa l l a n aa f a h a d aa,23,2,2,,2,93:8=0.26; 104:2=0.43
93:10,w a ' a m m aa a s s aa ' i l a f a l aa t a n h a r,25,2,2,,2,19:75=0.4; 93:9=0.32
94:1,' a l a m n a sh r a H l a k a S a d r a k,21,2,2,,2,18:75=0.43; 77:25=0.43
95:1,w aa l t t ii n i w aa l z z a y t uu n,18,2,2,,2,6:141=0.39; 16:11=0.44
100:5,f a w a s a T n a b i h i j a m 3 a n aa,20,2,2,,2,11:77=0.45; 100:4=0.25
102:5,k a l l aa l a w t a 3 l a m uu n a 3 i l m a a l y a q ii n,29,2,2,,2,56:76=0.45; 67:29=0.45
104:7,aa l l a t ii t a T T a l i 3 u 3 a l aa a l ' a f ' i d a h,29,2,2,,2,25:63=0.45; 28:38=0.45
104:9,f ii 3 a m a d i n m m u m a d d a d a h,20,2,2,,2,80:13=0.45; 104:2=0.45
109:4,w a l aa ' a n aa 3 aa b i d u n m m aa 3 a b a d t t u m,27,2,1,,2,109:3=0.44; 109:5=0.44
114:1,q u l ' a 3 uu dh u b i r a b b i a n n aa s,21,2,2,,2,23:98=0.43; 113:1=0.19
2:73#01,f a q u l n aa aa D r i b uu h u b i b a 3 D i h aa,24,1,1,,1,2:60=0.33
2:88#01,w a q aa l uu aa q u l uu b u n aa gh u l f,19,1,1,,1,41:5=0.16
2:90#02,f a b aa ' uu aa b i gh a D a b i n 3 a l aa gh a D a b,25,1,1,,1,2:61=0.32
2:148#02,f aa s t a b i q uu aa a l x a y r aa t,18,1,1,,1,36:66=0.33
2:189#04,w a ' t uu aa a l b u y uu t a m i n ' a b w aa b i h aa,26,1,1,,1,43:34=0.42
2:191#02,w aa l f i t n a t u ' a sh a d d u m i n a a l q a t l,27,1,1,,1,2:217=0.15
2:217#02,q u l q i t aa l u n f ii h i k a b ii r,19,1,1,,1,68:37=0.37
2:228#05,w a l i l r r i j aa l i 3 a l a y h i n n a d a r a j a h,29,1,1,,1,12:31=0.45
2:233#02,l i m a n ' a r aa d a ' a n y u t i m m a a r r a D aa 3 a h,30,1,1,,1,25:62=0.37
2:237#02,w a ' a n t a 3 f uu aa ' a q r a b u l i l t t a q w aa,27,1,1,,1,5:8=0.33
2:256#01,l aa ' i k r aa h a f ii a d d ii n,16,1,1,,1,34:38=0.44
3:20#03,f a ' i n ' a s l a m uu aa f a q a d i aa h t a d a w aa,27,1,1,,1,2:137=0.41
3:38#01,h u n aa l i k a d a 3 aa z a k a r i y y aa r a b b a h,27,1,1,,1,98:8=0.41
4:69#02,w a H a s u n a ' uu l aa ' i k a r a f ii q a n aa,24,1,1,,1,18:31=0.42
4:104#01,w a l aa t a h i n uu aa f ii aa b t i gh aa ' i a l q a w m,27,1,1,,1,47:35=0.44
4:166#02,' a n z a l a h u b i 3 i l m i h,17,1,1,,1,7:7=0.41
5:2#02,w a ' i dh aa H a l a l t u m f aa S T aa d uu aa,22,1,1,,1,77:48=0.41
5:8#03,aa 3 d i l uu aa h u w a ' a q r a b u l i l t t a q w aa,27,1,1,,1,2:237=0.3
5:48#06,f aa s t a b i q uu aa a l x a y r aa t,18,1,1,,1,36:66=0.33
6:12#03,k a t a b a 3 a l aa n a f s i h i a r r a H m a h,25,1,1,,1,6:54=0.24
6:18#01,w a h u w a a l q aa h i r u f a w q a 3 i b aa d i h,26,1,1,,1,6:61=0.0
6:38#02,m m aa f a r r a T n aa f ii a l k i t aa b i m i n sh a y ',28,1,1,,1,33:26=0.43
6:61#01,w a h u w a a l q aa h i r u f a w q a 3 i b aa d i h,26,1,1,,1,6:18=0.0
6:104#02,f a m a n ' a b S a r a f a l i n a f s i h,22,1,1,,1,20:67=0.41
6:120#01,w a dh a r uu aa Z aa h i r a a l ' i th m i w a b aa T i n a h,29,1,1,,1,42:37=0.45
6:133#01,w a r a b b u k a a l gh a n i y y u dh uu a r r a H m a h,28,1,1,,1,18:58=0.18
6:139#03,s a y a j z ii h i m w a S f a h u m,18,1,1,,1,47:5=0.39
6:150#02,f a ' i n sh a h i d uu aa f a l aa t a sh h a d m a 3 a h u m,29,1,1,,1,4:15=0.41
6:163#01,l aa sh a r ii k a l a h,11,1,1,,1,4:176=0.36
7:26#02,w a l i b aa s u a t t a q w aa dh aa l i k a x a y r,25,1,1,,1,17:35=0.4
7:54#02,' a l aa l a h u a l x a l q u w aa l ' a m r,22,1,1,,1,13:16=0.41
7:73#05,f a dh a r uu h aa t a ' k u l f ii ' a r D i a l l aa h,26,1,1,,1,11:64=0.0
7:117#02,f a ' i dh aa h i y a t a l q a f u m aa y a ' f i k uu n,27,1,1,,1,26:45=0.0
7:156#03,w a r a H m a t ii w a s i 3 a t k u l l a sh a y ',25,1,1,,1,40:7=0.32
7:184#02,m aa b i S aa H i b i h i m m m i n j i n n a h,23,1,1,,1,34:46=0.13
7:187#03,l aa y u j a l l ii h aa l i w a q t i h aa ' i l l aa h u w,28,1,1,,1,6:59=0.43
10:53#01,w a y a s t a n b i ' uu n a k a ' a H a q q u n h u w,27,1,1,,1,4:172=0.41
11:69#03,f a m aa l a b i th a ' a n j aa ' a b i 3 i j l i n H a n ii dh,30,1,1,,1,51:26=0.4
11:81#04,' i n n a m a w 3 i d a h u m u a S S u b H,22,1,1,,1,37:68=0.41
11:81#05,' a l a y s a a S S u b H u b i q a r ii b,21,1,1,,1,95:8=0.43
11:97#02,w a m aa ' a m r u f i r 3 a w n a b i r a sh ii d,24,1,1,,1,40:37=0.38
11:98#02,w a b i ' s a a l w i r d u a l m a w r uu d,22,1,1,,1,11:99=0.32
11:105#02,f a m i n h u m sh a q i y y u n w a s a 3 ii d,23,1,1,,1,11:100=0.43
11:118#02,w a l aa y a z aa l uu n a m u x t a l i f ii n,22,1,1,,1,6:141=0.41
12:23#03,' i n n a h u r a b b ii ' a H s a n a m a th w aa y,25,1,1,,1,11:90=0.44
12:30#02,q a d sh a gh a f a h aa H u b b a n aa,18,1,1,,1,80:27=0.44
12:36#01,w a d a x a l a m a 3 a h u a s s i j n a f a t a y aa n,28,1,1,,1,37:102=0.43
12:53#01,w a m aa ' u b a r r i ' u n a f s ii,18,1,1,,1,113:4=0.44
12:90#02,q aa l a ' a n aa y uu s u f u w a h aa dh aa ' a x ii,24,1,1,,1,12:8=0.42
13:8#02,w a k u l l u sh a y ' i n 3 i n d a h u b i m i q d aa r,28,1,1,,1,27:91=0.43
13:24#02,f a n i 3 m a 3 u q b aa a d d aa r,17,1,1,,1,77:23=0.35
15:85#03,f aa S f a H i a S S a f H a a l j a m ii l,21,1,1,,1,70:5=0.43
